SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500043,BATA INDIA  ,A ,Q,547.55,574.7,544.25,570.15,570.15,544.4,3384,135934,76419082,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1308.55,1322,1306,1309.95,1309.95,1309.6,892,17047,22361149,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,157,157.55,153.2,153.65,153.65,155.7,7614,468064,72771184,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,32.25,32.45,30.7,31.1,31.35,32,2181,826224,26164136,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,56,57,55.5,55.8,55.65,56.05,421,46096,2590291,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.15,2.21,2.05,2.16,2.21,2.12,17,8155,17491,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,69.5,70.85,69.5,69.95,69.8,69.5,129,11053,776333,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,38,40.45,38,39.4,39.45,38.4,105,16255,643377,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,652,681.3,652,668.5,668.5,652,3410,54490,36486310,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5050,5050,5000,5011.85,5005,5000.1,16,104,520698,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,45,45,43.25,43.4,43.25,44,10,751,32563,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,71.2,76.3,71.15,73.85,73.85,70.7,1838,276280,20568467,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,720,750,720,739.3,739.3,707.05,165,5620,4147653,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.65,5.65,5.4,5.47,5.48,5.44,21,12291,67509,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,835.95,845,827.65,840.15,840.15,831.65,1030,23439,19561834,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,82.2,84.05,82.2,83.85,83.85,82.35,662,93814,7847091,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,221.55,222.45,218.8,220.1,220.1,219.7,6288,280965,61929557,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,593,599.5,592,597.65,599.1,592.4,1377,106405,63195926,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,472,477,466.05,470.15,471.15,472.9,22,254,120500,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1915.4,1933,1890,1898.2,1895,1906.55,216,2407,4603669,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,77.1,77.95,76.3,76.85,76.85,77.15,768,167431,12945642,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,276.25,276.55,272.7,274.05,274.05,275.35,1244,55757,15318582,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,168,176,168,174.05,174.05,168.05,615,34786,6043681,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,394.9,397.3,390,391.15,391.15,394.3,925,66390,26149047,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,19.95,20.15,19.05,19.3,19.3,19.55,1062,704906,13772072,,INE294A01037,,,
500103,BHEL        ,A ,Q,167.25,168.5,164.1,164.8,164.8,167.65,2781,339429,56338641,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,517,521.3,514.3,517.35,517.35,518.7,2918,114540,59328591,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,29.5,30.25,29.5,29.9,29.9,29.45,1143,722639,21646895,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,24.25,24.7,24.15,24.2,24.2,24.1,1161,338230,8241947,,INE153A01019,,,
500109,MRPL        ,A ,Q,103,106,103,104.7,104.7,103.25,2488,211384,22184122,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,362,365.9,360,360.4,360.4,361.65,733,24690,8953886,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,604.5,611.8,599.25,607.9,607.9,602.1,6114,374333,226521268,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,288.35,293.5,288.15,290,290,287.75,13017,1974483,574372807,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,62.1,62.5,60.9,61.15,61.15,61.4,1546,373611,23058664,,INE114A01011,,,
500114,TITAN       ,A ,Q,455.05,460.05,453.65,457.35,457.35,454.9,1581,51029,23297563,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,76.05,76.4,74.2,74.6,74.6,75.9,1618,442872,33319028,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,31.1,31.6,31.05,31.15,31.15,31.05,222,80790,2526464,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,214,221.75,214,220.1,220.7,214.9,932,87597,19248876,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,55,55.7,55,55.15,55,55.05,12,2176,119965,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1834,1844,1810,1834.15,1844,1810.45,50,317,575821,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2627,2647.95,2614,2622.1,2622.1,2628.1,2256,30174,79471399,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,289.9,292,283,285.1,285.1,289,846,37300,10683974,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1027.1,1037,1025,1033,1034.65,1032,104,778,802365,,INE199A01012,,,
500128,ELEC.CASTING,B ,Q,33.1,33.75,32.2,33.2,33.2,32.7,943,295251,9850202,,INE086A01029,,,
500132,EMPEE SUGARS,XD,Q,5.63,6.05,5.63,5.95,5.95,5.63,59,39426,234383,,INE928B01012,,,
500133,ESAB INDIA  ,B ,Q,619,619,584.05,593,604,587.1,19,90,53650,,INE284A01012,,,
500135,ESSEL PROP  ,B ,Q,236.2,237.7,232,233.75,232,236.95,77,2066,486412,,INE255A01020,,,
500136,ESTER INDUS.,B ,Q,44.2,45.2,43.05,45.2,45.2,43.05,538,70839,3186180,,INE778B01029,,,
500139,FEDDER.LLYOD,B ,Q,83.8,86.9,83.8,85.55,85.7,83.45,1527,166481,14254702,,INE249C01011,,,
500141,FERRO ALLOYS,XT,Q,9.37,9.48,9.19,9.2,9.2,9.24,65,32957,307499,,INE912A01026,,,
500142,FGP LTD.    ,XD,Q,1.66,1.66,1.58,1.58,1.58,1.66,2,201,333,,INE512A01016,,,
500144,FINOL. CABLE,A ,Q,510,517,499.5,515.15,515.05,507.6,1032,22812,11563149,,INE235A01022,,,
500147,CMI FPE     ,XT,Q,598,598,580.2,595,595,569.6,17,577,343520,,INE515A01019,,,
500148,UFLEX LTD   ,B ,Q,274,276.95,273.2,275.4,275.4,271.8,1015,22946,6319118,,INE516A01017,,,
500150,FOSECO INDIA,B ,Q,1326.9,1331.5,1290,1315,1315,1302.05,28,892,1171284,,INE519A01011,,,
500151,GOLDEN TOB  ,T ,Q,74.35,77,73.85,76.85,77,76.5,23,8504,643214,,INE973A01010,,,
500153,GANESH BENZO,XC,Q,35.6,35.65,34.5,34.8,34.75,35.1,171,54999,1932909,,INE388A01029,,,
500155,GARDEN SILK ,B ,Q,32.1,33.25,31.5,31.85,31.85,31.7,256,22664,732890,,INE526A01016,,,
500159,METROGLOBL  ,XC,Q,84.05,85.9,84,84.2,84.1,84.35,21,1862,157284,,INE085D01033,,,
500160,GTL LTD.    ,B ,Q,16.9,17.75,16.7,17.4,17.4,16.65,407,88645,1536970,,INE043A01012,,,
500162,PARRYSUGR   ,B ,Q,63.2,65,63.1,63.85,63.25,62.1,48,3455,220467,,INE353B01021,,,
500163,GODFREY PH  ,B ,Q,1136.45,1168,1135.25,1147.4,1140,1137.15,1404,23670,27320163,,INE260B01028,,,
500164,GODREJ IND  ,A ,Q,504,509.9,500.45,501.6,501.6,503.25,1540,60623,30648623,,INE233A01035,,,
500165,KANSAI NERO ,A ,Q,372,377.2,370.3,375.1,375.1,374.85,334,7938,2968370,,INE531A01024,,,
500166,GOODRICKE   ,XC,Q,259.8,261.9,259,260.25,259.55,256.1,94,7496,1949498,,INE300A01016,,,
500168,GOODYEAR (I),B ,Q,826.85,835,796.45,810.35,810.35,826.85,1167,22114,18085483,,INE533A01012,,,
500170,GTN INDUS   ,B ,Q,19.6,20.2,18.9,19.95,19.5,20.4,90,12280,237278,,INE537A01013,,,
500171,GHCL LTD    ,B ,Q,260,269.95,260,268.35,268.35,260.1,496,21030,5583619,,INE539A01019,,,
500173,GUJ.FLOURO  ,B ,Q,706,758.9,685,750.3,754,692.55,2958,56883,41484046,,INE538A01037,,,
500174,GUJ.LEASE   ,T ,Q,4.24,4.54,4.24,4.54,4.54,4.46,8,7299,32747,,INE540A01017,,,
500179,HCL INFOSYS ,B ,Q,51.4,52.25,51.4,52.05,52.05,51.15,1362,290453,15110800,,INE236A01020,,,
500180,HDFC BANK   ,A ,Q,1427,1478,1427,1463.75,1463.75,1427.85,4919,204213,296876755,,INE040A01026,,,
500182,HEROMOTOCO  ,A ,Q,3210,3265,3202.65,3231.5,3231.5,3223.25,3007,35739,115918937,,INE158A01026,,,
500183,HIMACHAL FUT,B ,Q,12.88,13.05,12.81,12.86,12.86,12.73,423,627498,8118061,,INE548A01028,,,
500184,HSCL        ,B ,Q,42.9,43.7,42.65,43.1,43.05,42.65,277,60128,2600636,,INE019C01026,,,
500185,HIND.CONSTN.,A ,Q,39.45,39.9,39.35,39.45,39.45,39.25,1208,470843,18651602,,INE549A01026,,,
500186,HIND.OIL EXP,B ,Q,73.6,78.6,73.4,77.85,77.85,72.9,3520,590951,45186169,,INE345A01011,,,
500187,HSIL        ,B ,Q,329,336.85,328.05,331.45,330.1,323.05,359,11628,3862430,,INE415A01038,,,
500188,HINDUS.ZI   ,A ,Q,290.25,291.6,275,284.95,284.95,289.9,5484,358615,102886457,,INE267A01025,,,
500189,HINDUJA VENT,B ,Q,525,525,516,522.15,522.7,517.05,33,473,246891,,INE353A01023,,,
500191,HMT LTD.    ,Z ,Q,37.1,38.5,37,37.7,37.7,37.6,39,5007,188701,,INE262A01018,,,
500192,PRAG BOSIMI ,XT,Q,3.09,3.31,3.09,3.22,3.29,3.18,15,3197,10176,,INE962B01011,,,
500193,HOTEL LEELA.,B ,Q,16.1,16.4,16.1,16.15,16.15,16.1,136,113922,1849702,,INE102A01024,,,
500199,I.G.PETRO   ,B ,Q,355,375,355,370.8,370.8,353.1,798,22553,8336059,,INE204A01010,,,
500201,IND.GLYCOLS ,B ,Q,153.65,156.65,153.65,155.6,155.6,153.95,185,11639,1807126,,INE560A01015,,,
500202,IND.LEAS.DEV,XT,Q,8.4,8.4,8.4,8.4,8.4,8.4,7,803,6745,,INE333C01013,,,
500206,MARGO FIN   ,XT,Q,14.73,14.73,14.7,14.73,14.73,14.03,10,2132,31380,,INE680B01019,,,
500207,INDO RAMA   ,B ,Q,32.1,33.7,32.1,32.7,32.65,32.35,365,64049,2112778,,INE156A01020,,,
500209,INFOSYS LTD ,A ,Q,1034.2,1035.85,1020.1,1024.5,1024.5,1031.35,4709,139022,142833897,,INE009A01021,,,
500210,INGERSOLL   ,B ,Q,710.6,765,710.6,751.9,752.8,751.2,431,5876,4454614,,INE177A01018,,,
500211,INSILCO LTD.,XT,Q,26.75,26.75,25.7,26.2,26.45,25.95,45,11538,301520,,INE901A01011,,,
500213,INTER.TRAVEL,XC,Q,194.5,197.75,192.9,193.5,194.75,190.4,81,2554,497919,,INE262B01016,,,
500214,ION EXCHANGE,XT,Q,390,390,377,382.75,382.75,385.6,106,3397,1304840,,INE570A01014,,,
500215,AGRO TECH FO,B ,Q,533.7,540,528.55,531.55,531.85,536.2,84,999,531503,,INE209A01019,,,
500219,JAIN IRRIG  ,A ,Q,94.4,95.05,92.9,93.25,93.25,94.25,1029,165089,15516675,,INE175A01038,,,
500220,JASCH INDUST,XD,Q,74.05,76.6,73.4,74,74,75.15,79,9737,724078,,INE711C01010,,,
500223,JCT LTD     ,XC,Q,4.58,5.23,4.57,5.13,5.13,4.54,1145,1574663,7945282,,INE945A01026,,,
500227,JINDAL POLYF,B ,Q,396.7,404.15,395.15,397.6,397,395.45,1061,24273,9693227,,INE197D01010,,,
500228,JSWSL       ,A ,Q,183.65,186.95,182.9,185.3,185.3,183.1,3260,5029115,925803008,,INE019A01038,,,
500231,UMANG DAIR  ,B ,Q,75.85,77.85,75.85,77,77,76.2,88,7486,574319,,INE864B01027,,,
500233,KAJARIA CER.,A ,Q,564.9,569.5,562,565.75,564.5,561.2,922,41391,23354353,,INE217B01036,,,
500234,KAKATIYA CEM,B ,Q,316,320,313.7,316.95,316.95,313.5,248,7552,2396281,,INE437B01014,,,
500235,KALYANI STEL,B ,Q,353.8,359.55,353.8,356.45,356,353.65,493,17351,6189209,,INE907A01026,,,
500238,WHIRLPOOL   ,B ,Q,1230,1241.6,1210,1232.25,1232.25,1196.3,788,13745,16939893,,INE716A01013,,,
500239,KG DENIM    ,XC,Q,84.05,87,83.2,85.6,86.7,83.3,136,36362,3097038,,INE104A01012,,,
500240,KINETIC ENG.,XC,Q,73.55,77.8,73.55,76.05,76.05,73.3,103,13061,995179,,INE266B01017,,,
500241,KIRL.BROS.  ,B ,Q,249.1,258.4,249.1,253.7,253.5,250.7,210,5165,1316656,,INE732A01036,,,
500243,KIRL INDUS  ,B ,Q,1054,1124,1040.2,1094.9,1121,1049.9,171,63412,66606259,,INE250A01039,,,
500245,KIRL.FERROUS,XC,Q,95.95,99.5,95.3,97.15,97.25,94.4,579,95633,9342861,,INE884B01025,,,
500246,ENVAIN ELECT,XD,Q,36.15,38.8,35.75,38.8,38.8,37.6,7,3555,128701,,INE601C01013,,,
500247,KOTAK MAH.BK,A ,Q,867.5,872,860,865,862,858.95,3858,137796,119306361,,INE237A01028,,,
500249,KSB PUMPS   ,B ,Q,675,709.7,664.55,700.1,709.7,672.05,200,5079,3509119,,INE999A01015,,,
500250,L.G.BALKRISH,B ,Q,625,630,623,625.35,624,621.6,267,2780,1744362,,INE337A01034,,,
500251,TRENT LTD.  ,A ,Q,247.6,258.5,247,255.35,255.35,248.05,955,36366,9211794,,INE849A01020,,,
500252,LAKSHMI MACH,A ,Q,4089,4127,4050,4077.05,4127,4101.7,354,1156,4720801,,INE269B01029,,,
500253,LIC HOUS.FIN,A ,Q,615,629.1,610,621.35,621.35,615,3134,157751,98233136,,INE115A01026,,,
500254,UTTAMVALUE  ,T ,Q,0.64,0.64,0.64,0.64,0.64,0.61,13,146350,93664,,INE292A01023,,,
500255,LML LTD.    ,B ,Q,12.5,12.84,12.46,12.59,12.5,12.48,113,28830,362859,,INE862A01015,,,
500257,LUPIN LTD.  ,A ,Q,1451.6,1459.15,1445,1448,1448,1452.95,2087,44901,65208133,,INE326A01037,,,
500259,LYKA LABS   ,B ,Q,54.15,55.5,54.15,54.35,54.55,54.05,109,5442,297975,,INE933A01014,,,
500260,RAMCOCEM    ,A ,Q,659,661,647,658.4,653,653.5,675,7919,5175756,,INE331A01037,,,
500264,MAFATLAL IND,XC,Q,255.75,255.95,249.05,252,252.85,250.75,66,4258,1068072,,INE270B01027,,,
500265,MAH.SEAMLESS,B ,Q,350,352.85,348.3,349.95,349.95,347.05,89,1633,571858,,INE271B01025,,,
500266,MAH.SCOOTER ,B ,Q,1860,1889,1860,1869,1869.55,1860,42,1635,3061819,,INE288A01013,,,
500267,MAJESTIC AUT,XC,Q,113.7,113.7,111.05,112.5,111.75,110.1,33,3189,358970,,INE201B01022,,,
500268,MANALI PETRO,B ,Q,40.5,41.25,40,40.25,40.25,40.1,916,171763,6986295,,INE201A01024,,,
500271,MFSL        ,A ,Q,567.55,574.9,567.55,572.35,572.35,565.5,725,19060,10902924,,INE180A01020,,,
500279,MIRC ELECT  ,B ,Q,13.2,14.11,13.11,13.83,13.83,13.13,827,279379,3828523,,INE831A01028,,,
500280,CENTURY ENKA,B ,Q,429.75,434.95,425.3,426.9,426.9,428.2,965,32791,14108766,,INE485A01015,,,
500284,LORDS CHLORO,XT,Q,30.5,31,30.5,30.95,30.95,32.05,7,196,6024,,INE846D01012,,,
500285,SPICEJET LTD,B ,Q,100.5,102,98.05,101,101,100.9,27010,9363213,940155669,,INE285B01017,,,
500288,MOREPEN LAB.,B ,Q,19.05,19.2,19,19.15,19.2,18.8,303,166164,3175024,,INE083A01026,,,
500290,MRF LTD.    ,A ,Q,59001,60197.7,59001,59744.85,60000,59601.3,1152,1566,93481096,,INE883A01011,,,
500292,HEIDEL CEM  ,B ,Q,121.35,123.7,120.05,121.45,121.45,122.75,397,31575,3842539,,INE578A01017,,,
500294,NCC         ,A ,Q,82,82.15,80.4,80.85,80.85,81.5,776,204958,16678679,,INE868B01028,,,
500295,VEDL        ,A ,Q,269.3,276,268.2,273.8,273.8,268.8,11992,1449614,394372052,,INE205A01025,,,
500296,NAHAR SPG.  ,B ,Q,136.5,138.45,136,137.35,138.2,135.1,113,18510,2535049,,INE290A01027,,,
500298,NAT.PEROXIDE,XC,Q,990,1020,990,998.1,999,985.9,287,7604,7655451,,INE585A01020,,,
500300,GRASIM IND. ,A ,Q,1057.2,1074,1052,1066.85,1066.85,1056.4,2095,28747,30595198,,INE047A01021,,,
500301,NEPC INDIA  ,Z ,Q,1.46,1.53,1.46,1.46,1.46,1.53,22,5925,8780,,INE588A01016,,,
500302,PEL         ,A ,Q,1870.05,1900,1855,1872.15,1872.15,1868.05,1513,17257,32307627,,INE140A01024,,,
500303,ADI BIR NUVO,A ,Q,1530,1539.5,1519.35,1530.55,1536.75,1525.4,500,7769,11882410,,INE069A01017,,,
500304,NIIT LTD.   ,B ,Q,84.15,85.4,84.15,84.75,84.75,83.75,1374,225412,19082713,,INE161A01038,,,
500306,JAYKAY      ,XD,Q,6.3,7.5,6.3,7.42,7.42,6.46,181,124288,893836,,INE903A01025,,,
500307,NIRLON      ,B ,Q,204,204,196.05,196.5,196.5,198.5,95,84636,16780584,,INE910A01012,,,
500312,ONGC CORPN  ,A ,Q,187.2,188.3,183.5,184.45,184.45,186.95,5488,728376,135270683,,INE213A01029,,,
500313,OIL COUNTRY ,B ,Q,46.1,47.5,46,46.25,46,46.45,32,5912,276075,,INE591A01010,,,
500314,ORIENT HOTEL,B ,Q,36.6,37.35,36,36.35,36.35,36.15,135,18568,681897,,INE750A01020,,,
500315,ORINTAL BANK,A ,Q,142.5,146.3,140.5,143.45,143.45,142.2,2336,326588,46823248,,INE141A01014,,,
500317,OSWAL AGRO. ,B ,Q,10.21,10.5,10.17,10.26,10.23,10.25,109,28823,297230,,INE142A01012,,,
500319,INDIAN SUCRO,XT,Q,39,39,37.5,38,38,37.45,33,8145,310853,,INE557C01017,,,
500322,PANYAM CEMEN,XT,Q,81.7,81.8,78.2,79.8,78.35,80.1,167,34540,2782570,,INE167E01029,,,
500325,RELIANCE    ,A ,Q,1255,1272.8,1254.05,1269.35,1269.35,1254.7,7762,438308,554674459,,INE002A01018,,,
500327,PILITA      ,T ,Q,14.4,14.5,13.7,14.2,14.15,14.05,45,16346,230807,,INE600A01035,,,
500329,PENTAMED.G  ,XD,Q,0.63,0.63,0.58,0.61,0.61,0.57,77,91838,55376,,INE202A01022,,,
500330,RAYMOND     ,A ,Q,637.95,669,635,637.9,637.9,634.85,3064,710670,472216267,,INE301A01014,,,
500331,PIDILITE    ,A ,Q,689.9,697,689.9,692.55,692.55,689.45,1350,30741,21343276,,INE318A01026,,,
500333,PIX TRANS   ,XD,Q,132.5,132.5,130,131.05,132.25,132.5,252,20892,2737173,,INE751B01018,,,
500335,BIRLA CORPN.,B ,Q,700,708.5,681.9,694.6,700,704.9,107,2348,1634928,,INE340A01012,,,
500336,SURYA ROSHNI,B ,Q,201.5,206.9,201.5,202.95,202.95,200.05,552,32901,6726622,,INE335A01012,,,
500337,PRIME SECUR.,B ,Q,29.6,31.35,29.5,31.35,31.35,28.5,230,60541,1885509,,INE032B01021,,,
500338,PRISM CEMENT,B ,Q,96.95,97.75,95.3,96.85,97.75,96.5,279,22370,2153868,,INE010A01011,,,
500339,RAIN        ,B ,Q,110.6,110.75,106.4,106.95,106.95,109.5,3969,287263,31069388,,INE855B01025,,,
500343,PUDUMJEE    ,B ,Q,20.5,20.6,19.95,20.3,20.3,20,17,6210,126159,,INE606A01024,,,
500346,PUN.COMMUNI.,XD,Q,44.4,44.4,43.4,43.95,43.4,44.4,6,401,17621,,INE609A01010,,,
500350,RSWM  LTD   ,B ,Q,452,457.4,431.5,438.55,438,450.05,331,3419,1529891,,INE611A01016,,,
500354,RAJSH.SUGAR ,B ,Q,61.8,64.05,60,62.7,62.7,61.9,29,835,51801,,INE562B01019,,,
500355,RALLIS INDIA,A ,Q,243.5,254.55,242.1,250.35,250.35,246.5,1764,103081,25867528,,INE613A01020,,,
500356,RAMANEWS    ,B ,Q,32.2,33.5,32.2,33.4,33.5,32.15,102,17361,575357,,INE278B01020,,,
500357,RAMA PAPER  ,XD,Q,14.45,14.9,14.45,14.55,14.9,14.45,21,4245,61510,,INE425E01013,,,
500358,RAMA PETRO  ,XT,Q,3.55,3.6,3.55,3.57,3.55,3.71,4,2100,7480,,INE783A01013,,,
500360,RAPICUT CARB,XD,Q,74.05,78,74.05,77.85,77,74.7,163,15248,1159514,,INE350D01015,,,
500365,RMGALLOY    ,XD,Q,4.3,4.58,4.01,4.38,4.38,4.4,58,21945,94384,,INE731F01037,,,
500366,ROLTA (I)   ,B ,Q,58.2,59.8,57.8,58.35,58.35,57.8,994,128603,7566384,,INE293A01013,,,
500367,RUBFILA INT.,XC,Q,50.5,50.95,49.3,50.1,50.7,49.45,107,15705,784775,,INE642C01025,,,
500368,RUCHI SOYA  ,B ,Q,27.9,27.9,26.9,27.05,26.95,27.8,358,152258,4161377,,INE619A01027,,,
500370,SALORA INT. ,B ,Q,64,65,57,63.15,62.55,60.1,90,290790,18016146,,INE924A01013,,,
500371,SAMTEL IND. ,XT,Q,4.11,4.11,4,4,4,4.1,2,1001,4114,,INE538C01017,,,
500378,JINDAL SAW  ,B ,Q,82.15,83.8,81.7,81.9,82,82.15,574,87023,7185814,,INE324A01024,,,
500380,JK LAKSHMI  ,A ,Q,449.4,455,445.45,449.7,451,448.85,245,48148,21664190,,INE786A01032,,,
500387,SHREE CEMENT,A ,Q,16954,17386,16477,17167.65,17167.65,16903.8,403,761,12893793,,INE070A01015,,,
500388,SHREE KRISHN,XT,Q,23.9,23.9,23.9,23.9,23.9,23.9,1,1,23,,INE970C01012,,,
500390,REL INFRA   ,A ,Q,570,571.7,562.5,564.25,564.25,566.5,6228,226444,128250503,,INE036A01016,,,
500399,STEELCO GUJ.,XD,Q,7.72,7.72,7.42,7.72,7.72,7.36,16,3096,23867,,INE629B01024,,,
500400,TATA POWER  ,A ,Q,90.15,90.55,89.2,89.6,90.1,89.8,1843,339945,30511937,,INE245A01021,,,
500402,SPMLINFRA   ,B ,Q,60.5,61.9,59.9,60.4,60.1,59.6,9,301,18207,,INE937A01023,,,
500403,SUNDARAM FAS,B ,Q,392,396.45,387.7,393.05,391.1,389.35,571,17016,6683425,,INE387A01021,,,
500404,SUNFLAG IRON,B ,Q,35.5,36.7,35.25,36.5,36.7,35.3,239,39688,1433205,,INE947A01014,,,
500405,SUPREME PET ,B ,Q,305,306.2,301,304,304,303.2,217,7358,2234292,,INE663A01017,,,
500407,SWARAJ ENGIN,B ,Q,1420.55,1470,1410.1,1469.85,1469.95,1437.8,71,634,911229,,INE277A01016,,,
500408,TATA ELXSI  ,A ,Q,1490,1498,1473,1479.4,1479.4,1486.9,1612,32829,48740940,,INE670A01012,,,
500410,ACC LTD     ,A ,Q,1423.55,1430.65,1413.35,1420.45,1420.45,1419.85,814,9748,13865000,,INE012A01025,,,
500411,THERMAX     ,A ,Q,917,1004.45,915.2,986.9,975,914.35,2468,26432,25169469,,INE152A01029,,,
500412,THIRUMALAI  ,B ,Q,871.7,936.5,871.7,901.9,901.9,867.75,8525,91283,83275784,,INE338A01016,,,
500413,THOMAS COOK ,B ,Q,224.05,238.2,224.05,233.15,233.15,222.35,1411,74866,17438657,,INE332A01027,,,
500414,TIMEX GROUP ,XC,Q,51.45,51.9,51.05,51.65,51.65,50.7,161,26655,1374517,,INE064A01026,,,
500418,TOKYO PLAST ,B ,Q,112,114,112,113.3,113.8,108.6,30,2402,271608,,INE932C01012,,,
500420,TORRENT PHAR,A ,Q,1467.15,1518.85,1460,1488.45,1488.45,1455.55,1643,22114,32700846,,INE685A01028,,,
